id,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Age,Age_Range,Complain,Days_Customer,Education,Income,Income_Level,Income_Per,Kidhome,Marital_Status,NumAcceptedCmp,NumCatalogPurchases,NumDealsPurchases,NumPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Perferred_Purchase,Recency,Response,Teenhome,target
390,0,0,0,0,0,43,4,0,3201,2,60152.0,0.370400931051682,60152.0,0,2,0,4,1,23,7,6,3,2,6,0,1,943
391,0,0,0,0,1,48,4,0,3366,2,75702.0,0.4661539314149892,75702.0,0,3,1,5,1,29,7,7,6,2,87,0,1,1921
392,0,0,0,0,0,49,4,0,3126,4,57906.0,0.3565706263046731,57906.0,0,3,0,2,3,17,7,4,4,2,29,0,1,401
393,1,0,0,0,0,67,6,0,3134,0,72635.0,0.7353432479220872,72635.0,0,1,1,7,1,21,6,6,3,1,54,0,0,981
394,0,0,0,0,0,52,5,0,3368,3,44511.0,0.2821920587321613,22255.5,1,1,0,4,6,26,7,7,7,0,39,0,0,727
395,0,0,0,1,0,67,6,0,2786,2,53863.0,0.5452990068538223,53863.0,0,3,1,1,3,18,7,7,7,0,4,0,1,473
396,0,0,0,0,0,70,7,0,2999,2,40049.0,0.35212865106300667,40049.0,0,4,0,0,1,5,3,1,6,2,23,0,1,32
397,0,0,0,0,0,56,5,0,3029,4,47472.0,0.3009642877520874,23736.0,1,3,0,0,2,8,4,2,5,2,39,0,1,75
398,0,0,0,0,0,65,6,0,2867,2,26091.0,0.2641404375512518,13045.5,1,3,0,1,3,9,3,2,5,2,84,0,1,89
399,0,0,0,0,0,37,3,0,3074,2,22327.0,0.21895655584975973,11163.5,1,2,0,0,1,5,3,1,5,2,94,0,0,24
400,0,0,0,0,0,37,3,0,3366,3,40101.0,0.3932627243306855,20050.5,1,3,0,1,4,17,6,6,7,0,73,0,0,415
401,0,0,0,1,0,62,6,0,3327,2,47916.0,0.4850926835194428,47916.0,0,4,1,4,5,22,6,7,6,0,72,0,1,606
402,0,0,0,0,0,55,5,0,3096,0,30753.0,0.19496871295163345,15376.5,1,3,0,1,2,7,3,1,5,2,85,0,1,81
403,0,0,0,0,0,73,7,0,3124,3,35416.0,0.31139325091881054,35416.0,0,0,0,1,3,16,5,7,7,0,62,0,0,390
404,0,0,0,0,0,54,5,0,3366,2,64590.0,0.40948945369707035,64590.0,0,1,0,4,1,24,7,7,6,2,98,0,0,1338
405,1,0,0,1,0,65,6,0,2775,2,50388.0,0.510118752341132,50388.0,0,2,3,1,4,17,6,6,7,0,3,1,1,372
406,0,0,1,0,0,44,4,0,3176,2,38136.0,0.2348319242350536,19068.0,1,1,1,1,2,8,2,3,7,0,69,0,0,103
407,1,1,0,1,1,63,6,0,3146,2,87771.0,0.8885773003836925,87771.0,0,3,5,7,1,20,4,5,6,1,61,1,1,1957
408,0,0,0,0,0,50,5,0,3115,4,38578.0,0.24457786259058029,19289.0,1,2,0,0,3,9,3,3,7,0,2,0,1,73
409,0,0,1,0,1,36,3,0,3278,2,71952.0,0.7056192997940571,35976.0,1,1,2,4,2,22,7,7,4,0,93,0,0,1443
410,0,0,0,0,0,44,4,0,3238,0,36550.0,0.2250657339729182,18275.0,1,1,0,1,5,20,5,7,7,0,74,0,0,577
411,0,0,0,1,0,58,5,0,2809,2,55761.0,0.3535151173185066,55761.0,0,3,1,1,2,10,3,4,6,0,97,0,1,184
412,0,0,1,0,0,55,5,0,3235,4,77766.0,0.493023019913398,77766.0,0,1,2,7,2,34,7,7,6,0,97,1,1,1529
413,0,0,0,1,0,57,5,0,3056,4,51717.0,0.32787685519200166,51717.0,0,3,1,0,1,8,4,3,7,2,55,0,1,122
414,0,0,0,0,0,46,4,0,3086,2,46049.0,0.28355819380899894,23024.5,1,1,1,2,7,26,7,5,7,2,11,1,1,515
415,0,0,1,0,0,44,4,0,3401,1,24882.0,0.15321711607973054,12441.0,1,3,1,1,1,5,2,1,6,2,52,0,0,80
416,0,0,0,0,0,41,4,0,2999,2,26872.0,0.16547103702654606,26872.0,0,1,0,1,1,5,2,1,6,2,0,0,0,72
417,1,0,0,0,0,35,3,0,2930,2,75794.0,0.7432970481514171,75794.0,0,1,1,5,1,25,7,7,3,2,33,0,0,1682
418,0,0,0,0,0,53,5,0,3015,4,69476.0,0.44046585051954884,69476.0,0,3,0,6,1,15,4,4,2,1,3,0,0,1044
419,0,0,0,0,0,63,6,0,3212,2,65031.0,0.6583617643783471,65031.0,0,1,0,3,4,30,7,7,7,2,29,0,1,863
420,0,0,0,0,0,71,7,0,2859,3,73705.0,0.6480471978476093,73705.0,0,4,0,6,2,25,7,7,5,0,86,0,2,1695
421,0,0,0,0,0,57,5,0,3324,2,73538.0,0.4662182295397919,73538.0,0,1,0,4,3,26,7,7,7,0,92,0,1,1658
422,1,0,0,1,1,45,4,0,2854,0,82326.0,0.5069428622449922,82326.0,0,3,4,7,1,22,6,5,2,1,30,1,0,2257
423,0,0,0,0,0,43,4,0,3280,1,23724.0,0.1460864424835434,11862.0,1,3,0,0,2,7,3,2,7,2,65,0,0,75
424,0,0,0,0,0,51,5,0,2906,2,38232.0,0.2423842822998358,19116.0,1,3,0,1,4,11,3,3,5,0,84,0,1,122
425,1,0,0,0,0,62,6,0,2969,4,76045.0,0.7698654545086406,76045.0,0,2,1,5,1,21,7,4,2,2,78,0,0,1323
426,0,0,0,0,0,58,5,0,3358,2,45989.0,0.2915623236735496,45989.0,0,2,0,2,4,16,7,3,3,2,97,0,1,322
427,0,0,0,0,0,48,4,0,3185,4,34596.0,0.2130334919980049,17298.0,1,1,0,0,1,4,2,1,7,2,48,0,0,23
428,0,0,0,0,0,36,3,0,2987,3,27161.0,0.266362655683044,13580.5,1,1,0,0,1,5,3,1,7,2,41,0,0,52
429,0,0,0,0,0,41,4,0,3151,2,54386.0,0.3348953490520145,54386.0,0,1,0,2,2,17,7,3,3,2,8,0,1,470
430,0,0,0,1,0,67,6,0,2852,4,58482.0,0.5920609048665175,58482.0,0,1,1,4,2,22,7,7,6,2,59,0,1,731
431,0,0,1,0,0,68,6,0,2894,0,63564.0,0.6435101288761553,63564.0,0,1,2,7,1,28,7,7,6,0,0,1,0,1215
432,0,0,0,0,0,40,4,0,2916,3,21059.0,0.12967604081356182,10529.5,1,1,0,0,3,9,3,3,6,0,40,0,0,44
433,0,0,0,0,0,68,6,0,3243,2,72071.0,0.7296334166860706,72071.0,0,0,0,4,3,20,7,5,2,2,4,0,1,1338
434,0,0,0,0,0,35,3,0,2867,2,81361.0,0.7978915367264882,81361.0,0,0,0,7,1,27,7,3,1,2,18,0,0,778
435,0,0,0,0,0,72,7,0,3402,2,57045.0,0.5015650553044824,57045.0,0,1,0,2,3,18,7,4,3,2,40,0,1,454
436,0,0,0,1,0,51,5,0,3112,3,57420.0,0.3640328910247063,57420.0,0,3,1,1,3,15,6,5,7,2,22,0,1,322
437,0,0,0,0,0,32,3,0,2986,2,18351.0,0.17996469549867608,18351.0,0,1,0,0,1,6,3,2,7,2,1,0,0,43
438,0,0,0,0,0,35,3,0,2867,2,81361.0,0.7978915367264882,81361.0,0,0,1,7,1,27,7,3,1,2,18,1,0,778
439,0,0,0,0,0,35,3,0,3198,2,67605.0,0.6629891144454251,67605.0,0,3,0,7,1,17,6,2,1,1,84,0,0,938
440,0,0,0,0,0,44,4,0,3036,2,33039.0,0.20344587646323517,16519.5,1,1,0,0,1,7,4,2,5,2,4,0,0,78
441,0,0,0,0,0,72,7,0,3382,3,63120.0,0.554979161904092,63120.0,0,0,1,4,5,26,7,7,7,2,53,1,1,1477
442,0,0,0,0,0,76,7,0,3180,4,51012.0,0.44852023141716635,51012.0,0,1,0,1,1,10,4,4,6,0,86,0,0,209
443,0,0,0,0,0,54,5,0,3271,4,40706.0,0.25806901536140187,13568.666666666666,2,3,0,0,4,11,4,3,7,2,37,0,1,81
444,1,0,0,0,0,67,6,0,2961,2,80395.0,0.8139040464885551,80395.0,0,1,1,5,1,24,7,6,2,2,62,0,0,1380
445,0,0,0,0,0,33,3,0,3088,2,81217.0,0.7964793566735314,81217.0,0,2,0,7,1,22,7,3,1,2,77,0,0,1157
446,0,0,0,1,0,50,5,0,3222,4,44325.0,0.2810128508302004,44325.0,0,1,1,2,4,21,7,7,7,0,69,0,1,542
447,0,0,0,0,0,49,4,0,2950,2,57100.0,0.35160748043375184,57100.0,0,3,0,3,1,13,6,3,3,2,19,0,0,409
448,0,0,0,0,0,39,3,1,2844,3,31788.0,0.311738746690203,15894.0,1,2,0,0,3,10,4,3,5,2,15,0,0,60
449,0,0,0,1,0,54,5,0,2987,2,73455.0,0.4656920238631104,73455.0,0,4,1,5,1,22,7,6,3,2,98,0,0,2088
450,0,0,0,0,0,76,7,0,3070,2,18100.0,0.15914326410747887,18100.0,0,1,0,0,1,4,3,0,5,2,14,0,0,14
451,0,0,0,0,0,42,4,0,3013,0,25130.0,0.15474423788616784,12565.0,1,3,0,0,2,7,3,2,7,2,10,0,0,50
452,0,0,0,0,0,48,4,0,3048,4,68352.0,0.4208944746516253,68352.0,0,2,0,5,3,25,7,7,6,2,47,0,1,871
453,0,0,0,0,0,45,4,0,2817,3,36273.0,0.22336003743911526,18136.5,1,2,0,0,2,8,3,3,6,0,80,0,0,76
454,0,0,0,0,0,43,4,0,3219,0,13533.0,0.08333282018756503,6766.5,1,0,0,0,2,7,3,2,7,2,45,0,0,48
455,0,0,1,0,0,34,3,0,3410,1,13724.0,0.1345886044915171,6862.0,1,3,1,0,1,5,2,2,7,0,43,0,0,58
456,0,0,0,0,0,58,5,0,2810,2,42523.0,0.26958848180152534,42523.0,0,1,0,1,1,7,4,1,2,2,96,0,0,125
457,0,0,0,0,0,51,5,0,2991,2,71796.0,0.4551742501569107,71796.0,0,3,0,3,1,17,4,7,4,0,54,0,0,960
458,0,0,0,0,0,63,6,0,3336,2,71706.0,0.7259382244854572,71706.0,0,3,0,5,4,25,7,7,5,0,16,0,1,1443
459,0,0,1,0,0,64,6,0,3082,2,65196.0,0.6600321937293094,65196.0,0,3,1,6,2,26,7,7,5,2,34,0,2,1155
460,0,0,0,0,0,64,6,0,3296,2,64961.0,0.6576530973809692,64961.0,0,3,0,4,2,16,4,6,3,0,97,0,1,1009
461,0,0,0,0,0,40,4,0,3433,2,39660.0,0.24421633404557966,19830.0,1,2,1,1,3,14,3,7,7,0,36,1,0,299
462,0,0,0,0,0,71,7,0,3187,3,47352.0,0.4163398807744386,47352.0,0,3,0,1,4,16,5,6,7,0,70,0,1,319
463,0,0,0,0,0,69,6,0,3117,3,56129.0,0.5682395699403707,56129.0,0,3,0,2,4,22,7,6,4,2,65,0,1,660
464,0,0,0,0,0,53,5,0,3307,2,48752.0,0.309079266862356,24376.0,1,1,1,1,5,17,5,6,7,0,8,1,1,316
465,0,0,0,0,0,53,5,0,2970,2,21918.0,0.1389563376084903,10959.0,1,3,0,0,2,7,3,2,6,2,37,0,0,33
466,0,0,0,0,0,46,4,0,3226,3,70379.0,0.43337623231956257,70379.0,0,2,0,3,3,25,7,6,4,2,84,0,1,860
467,0,0,0,0,0,50,5,0,2785,2,24434.0,0.15490734342211204,8144.666666666667,2,1,0,1,2,7,2,2,7,0,9,0,0,50
468,0,0,0,0,0,30,3,0,3361,3,92859.0,0.9106501912327155,92859.0,0,2,0,4,1,22,7,5,2,2,46,0,0,2077
469,1,0,0,0,0,61,6,0,2963,2,86429.0,0.8749911416625328,86429.0,0,2,2,4,0,18,7,7,2,0,10,1,0,1449
470,0,0,1,0,0,57,5,0,3286,2,56046.0,0.35532196813602734,56046.0,0,3,2,1,2,21,7,7,7,0,9,1,0,692
471,0,0,0,0,0,54,5,0,3146,4,69674.0,0.4417211363506685,69674.0,0,0,0,2,3,25,7,7,5,0,46,0,2,845
472,0,0,0,0,0,37,3,0,2970,2,19986.0,0.1959988231832892,9993.0,1,1,0,0,1,4,3,0,7,2,74,0,0,22
473,1,0,1,0,1,47,4,0,3398,4,86836.0,0.534714311224961,86836.0,0,1,4,7,1,23,6,6,5,1,7,1,0,557
474,0,0,0,0,0,36,3,0,2947,2,41411.0,0.4061096400902226,41411.0,0,0,0,1,1,8,4,2,6,2,11,0,0,139
475,0,0,0,1,1,48,4,0,2873,4,78128.0,0.481092631021509,78128.0,0,1,2,4,2,20,6,7,3,0,89,0,1,1264
476,0,0,0,0,1,39,3,0,3140,2,82025.0,0.8044032558595665,82025.0,0,0,2,2,1,12,6,3,1,2,76,1,0,1187
477,0,0,0,0,0,66,6,0,3069,2,64090.0,0.6488352551707381,64090.0,0,3,1,7,1,20,4,6,5,1,8,1,1,797
478,0,0,0,0,0,50,5,0,3078,2,40321.0,0.25562818180089136,20160.5,1,1,0,0,2,8,3,3,7,0,59,0,1,102
479,0,0,0,0,1,60,6,0,2831,4,82571.0,0.8359334662927604,82571.0,0,4,1,5,0,24,7,6,2,2,28,0,0,1686
480,0,0,0,0,0,57,5,0,2847,2,66294.0,0.4202925196376155,66294.0,0,2,0,3,1,13,5,4,2,2,68,0,0,967
481,0,0,0,0,0,32,3,0,3241,2,18929.0,0.1856330293223497,18929.0,0,1,0,0,1,6,4,1,6,2,15,0,0,85
482,0,0,0,0,0,67,6,0,3171,2,48726.0,0.49329297306053027,48726.0,0,1,0,2,3,12,4,3,6,2,90,0,1,242
483,0,0,0,0,0,79,7,0,2833,4,75865.0,0.6670388801941372,75865.0,0,1,0,5,1,19,7,3,1,2,73,0,0,1242
484,0,0,0,0,0,53,5,0,2753,2,44078.0,0.27944691345501577,22039.0,1,1,0,0,2,7,3,2,5,2,17,0,1,41
485,0,0,0,0,0,63,6,0,3182,0,78353.0,0.7932312177936159,78353.0,0,0,0,2,1,24,7,7,7,2,51,0,1,1576
486,0,0,0,0,0,47,4,0,2901,3,34176.0,0.21044723732581266,34176.0,0,3,0,0,1,5,3,1,3,2,9,0,1,28
487,0,0,0,0,0,36,3,0,3349,0,80910.0,0.793468667255075,80910.0,0,2,0,3,1,15,7,3,1,2,71,0,0,756
488,0,0,0,0,0,57,5,0,3110,3,53843.0,0.34135532830796345,53843.0,0,1,0,5,4,20,3,7,7,0,64,0,1,562
489,0,0,0,0,0,68,6,0,3245,2,39898.0,0.4039199408769248,39898.0,0,3,0,0,2,9,4,3,7,2,20,0,1,134
490,0,0,0,0,0,66,6,0,3219,4,54998.0,0.556789536025593,54998.0,0,2,1,2,5,20,7,4,4,2,3,1,1,455
491,0,0,0,0,0,76,7,0,3157,4,44124.0,0.3879578666010164,44124.0,0,3,0,2,4,17,5,6,7,0,62,0,1,397
492,0,0,1,0,0,53,5,0,3425,4,53374.0,0.3383819492433416,53374.0,0,3,2,2,6,21,7,4,7,2,34,1,1,1064
493,0,0,0,0,0,69,6,0,3342,2,53653.0,0.5431730058616885,53653.0,0,4,0,4,2,28,7,7,6,2,29,0,0,1210
494,0,0,0,0,0,66,6,0,3239,2,62503.0,0.6327687619587555,62503.0,0,1,0,3,4,26,7,7,5,2,40,0,1,973
495,0,0,0,0,0,52,5,0,3312,2,38200.0,0.2421814078220791,19100.0,1,3,0,0,1,4,2,1,7,2,19,0,1,17
496,0,0,0,0,1,79,7,0,3014,3,77598.0,0.6822761882990135,77598.0,0,2,1,5,1,26,7,7,3,2,53,0,0,1735
497,1,0,0,0,0,71,7,0,2953,0,78497.0,0.6901805968312026,78497.0,0,1,1,7,1,25,7,5,2,2,44,0,0,978
498,0,0,0,0,0,51,5,0,3242,2,44421.0,0.28162147426347056,22210.5,1,0,0,0,5,14,4,5,7,0,53,0,1,189
499,0,0,1,0,0,38,3,0,3213,2,11012.0,0.10799254682749829,5506.0,1,2,1,1,3,9,2,3,7,0,82,0,0,84
500,1,0,0,0,0,36,3,0,3196,4,69867.0,0.6851721094439541,69867.0,0,2,2,5,1,17,7,3,1,2,30,1,0,925
501,0,0,0,0,0,42,4,0,2921,0,67506.0,0.4156850188119239,67506.0,0,2,0,1,1,12,6,4,3,2,73,0,1,331
502,0,0,1,0,0,44,4,0,3158,4,31626.0,0.1947449768160742,15813.0,1,2,2,1,1,6,2,2,7,0,12,1,0,86
503,0,0,0,0,0,46,4,0,2792,4,51650.0,0.31804774718744805,51650.0,0,1,0,1,1,10,4,4,5,0,81,0,1,191
504,0,0,0,0,0,44,4,0,3162,2,53172.0,0.32741984149953507,53172.0,0,3,0,3,3,16,7,2,3,2,54,0,1,486
505,0,0,0,1,0,56,5,0,3338,2,63810.0,0.40454438830175043,63810.0,0,2,1,3,4,23,7,4,7,2,45,0,1,1371
506,0,0,0,0,0,61,6,0,3265,2,27215.0,0.2755196047662917,9071.666666666666,2,0,0,1,4,11,4,2,6,2,50,0,1,102
507,0,0,1,0,0,41,4,0,3298,4,44953.0,0.27680930066442117,44953.0,0,3,1,3,1,24,7,7,6,2,31,0,0,1021
508,0,0,0,0,0,49,4,0,3180,2,83917.0,0.5167398412532251,83917.0,0,2,1,7,1,21,7,6,3,1,12,1,0,1587
509,0,0,0,0,0,53,5,0,3139,2,69901.0,0.44316027717725526,69901.0,0,0,0,3,3,23,7,7,5,2,95,0,1,882
510,0,0,0,1,0,73,7,0,3379,3,62845.0,0.5525612393831221,31422.5,1,1,2,4,7,28,7,3,7,2,3,1,1,1178
511,1,0,0,0,0,30,3,0,3268,2,63207.0,0.6198587819947043,63207.0,0,3,1,3,1,12,6,2,7,2,68,0,0,1502
512,0,0,0,1,1,40,4,0,3069,4,84169.0,0.5182915940565405,84169.0,0,1,3,6,1,20,6,7,3,0,9,1,0,1919
513,0,0,0,0,0,67,6,0,2991,2,38946.0,0.3942820697125849,38946.0,0,3,0,1,2,12,6,3,5,2,84,0,1,257
514,1,0,0,1,0,74,7,0,3303,4,83837.0,0.7371322559656743,83837.0,0,1,3,7,1,25,5,7,4,1,79,1,0,1318
515,0,0,0,0,0,54,5,0,2867,3,70777.0,0.44871396600584534,70777.0,0,1,0,3,3,23,7,5,3,2,80,0,1,787
516,0,0,0,1,0,50,5,0,2886,3,76234.0,0.4833104042907952,76234.0,0,1,1,3,1,23,7,7,3,2,21,0,1,907
517,0,0,1,0,0,55,5,0,2829,2,52074.0,0.330140173584475,52074.0,0,2,1,2,1,7,2,2,4,0,77,0,1,119
518,0,0,0,0,0,33,3,0,3034,4,33996.0,0.3333921741688732,33996.0,0,2,0,1,1,6,3,1,4,2,46,0,0,71
519,0,0,0,0,0,43,4,0,3302,1,20194.0,0.12434958773868976,10097.0,1,2,0,0,2,7,3,2,6,2,64,0,0,47
520,0,0,0,0,0,49,4,0,2855,3,60432.0,0.3721251008331435,60432.0,0,1,0,2,5,19,5,7,6,0,61,0,1,401
521,0,0,0,0,0,66,6,0,2816,3,55249.0,0.5593306134019053,55249.0,0,3,0,1,1,8,4,2,3,2,81,0,1,130
522,0,0,1,0,0,67,6,0,3171,2,37244.0,0.3770513378620529,18622.0,1,0,1,1,1,5,2,1,7,2,90,0,1,55
523,0,0,0,0,0,43,4,0,3102,2,47691.0,0.2936692180274266,47691.0,0,2,0,0,1,4,2,1,6,2,43,0,1,21
524,0,0,0,0,0,69,6,0,2868,2,39722.0,0.4021381495692317,39722.0,0,1,0,0,2,7,3,2,5,2,92,0,1,47
525,0,0,0,0,0,52,5,0,3297,3,78579.0,0.4981772996139045,78579.0,0,0,1,6,1,16,4,5,3,1,35,1,0,1812
526,0,0,0,1,0,58,5,0,2995,2,48920.0,0.31014435787057876,48920.0,0,1,1,2,3,16,5,6,7,0,93,0,2,347
527,0,0,0,0,0,62,6,0,3151,2,79530.0,0.8051469471638134,79530.0,0,1,0,7,1,26,7,4,2,2,64,0,0,1348
528,0,0,0,0,0,35,3,0,3370,2,17323.0,0.1698832990095126,17323.0,0,1,0,0,1,5,3,1,7,2,38,0,0,46
529,0,0,0,0,0,39,3,0,3243,2,39922.0,0.39150730607041284,19961.0,1,1,0,0,2,9,4,3,7,2,30,0,0,156
530,0,0,0,0,0,56,5,0,3196,2,70287.0,0.44560745056519563,70287.0,0,0,1,5,1,21,7,5,3,2,30,1,0,1093
531,0,0,0,0,1,56,5,0,2852,2,82427.0,0.5225729555641495,82427.0,0,3,1,5,1,21,7,3,1,2,35,0,0,1456
532,0,0,0,0,0,34,3,0,3410,4,67546.0,0.6624105128959498,67546.0,0,1,0,7,1,20,5,4,3,1,90,0,0,2126
533,0,0,0,0,0,39,3,0,3232,3,89616.0,0.8788467196234186,89616.0,0,2,1,5,1,25,7,7,2,2,36,1,0,1644
534,0,0,0,0,0,34,3,0,3431,2,68655.0,0.6732862606649015,68655.0,0,2,0,5,1,21,7,4,3,2,95,0,0,1538
535,0,0,0,0,0,47,4,0,3403,2,66653.0,0.41043245872768586,33326.5,1,3,0,2,4,22,7,4,3,2,18,0,1,612
536,0,0,0,0,0,79,7,0,3101,4,57513.0,0.5056799198128967,57513.0,0,4,0,3,2,27,7,7,6,2,59,0,0,1060
537,0,0,0,0,0,49,4,0,3101,4,63516.0,0.39111559942609775,31758.0,1,3,0,1,4,16,7,4,5,2,30,0,1,300
538,0,0,0,0,0,51,5,0,3362,2,25818.0,0.16368166458508998,12909.0,1,0,0,1,1,4,2,0,7,2,51,0,0,28
539,0,0,0,0,0,68,6,0,2744,4,70421.0,0.712929123176448,70421.0,0,1,0,3,3,23,7,7,6,0,98,0,1,767
540,0,0,0,0,0,56,5,0,2764,2,44794.0,0.28398622989482225,44794.0,0,1,0,0,1,6,3,2,6,2,99,0,1,65
541,0,0,0,0,0,51,5,0,3058,4,46463.0,0.29456740187532093,23231.5,1,1,0,1,7,17,6,3,6,2,56,0,1,235
542,0,0,0,0,0,53,5,0,3030,2,25293.0,0.1603532551843939,12646.5,1,1,0,1,1,5,2,1,7,2,51,0,0,37
543,0,0,0,1,1,53,5,0,3332,3,67369.0,0.4271078341247551,67369.0,0,4,3,4,4,25,7,7,4,2,81,1,1,1461
544,0,0,0,0,0,48,4,0,3002,4,40344.0,0.24842823451172127,40344.0,0,1,0,1,2,12,5,4,7,2,48,0,1,218
545,0,0,0,0,0,79,7,1,3056,3,65073.0,0.5721508080257443,65073.0,0,1,0,3,1,14,5,5,2,0,65,0,0,900
546,0,0,0,0,0,48,4,0,3081,2,45837.0,0.28225275097446384,22918.5,1,1,0,2,5,18,5,6,7,0,88,0,1,373
547,0,0,0,0,0,48,4,0,2980,2,26067.0,0.1605140489048443,13033.5,1,1,0,0,3,9,3,3,7,0,49,0,0,56
548,0,0,0,0,0,59,5,0,2979,4,48799.0,0.3093772387515612,48799.0,0,0,0,2,3,15,7,3,3,2,9,0,1,331
549,0,0,0,0,0,51,5,0,3147,2,25721.0,0.16306670132438994,12860.5,1,1,1,1,1,5,2,1,7,2,75,1,0,34
550,0,0,0,0,0,63,6,0,3033,2,54753.0,0.5543092015347703,54753.0,0,3,0,2,3,21,7,5,4,2,87,0,1,728
551,0,0,0,0,0,66,6,0,3140,2,54252.0,0.5492371705963939,27126.0,1,2,0,1,5,15,5,4,6,2,25,0,1,264
552,0,0,0,0,0,40,4,0,3120,2,28567.0,0.1759084219536075,14283.5,1,2,0,0,2,7,3,2,6,2,57,0,0,46
553,0,0,0,0,0,43,4,0,2944,1,24594.0,0.15144368430451302,12297.0,1,3,0,0,1,5,3,1,5,2,94,0,0,29
554,0,0,0,0,0,50,5,0,3307,4,55260.0,0.350338863776128,55260.0,0,2,0,7,2,25,5,7,6,1,81,0,1,1139
555,0,0,0,0,0,49,4,0,3368,2,33471.0,0.20610602412606144,16735.5,1,1,0,0,3,10,4,3,7,2,47,0,0,93
556,0,0,1,0,1,36,3,0,3278,2,71952.0,0.7056192997940571,35976.0,1,1,2,4,2,22,7,7,4,0,93,0,0,1443
557,0,0,0,0,0,51,5,0,2943,4,42403.0,0.2688277025099377,21201.5,1,1,0,0,1,5,3,1,7,2,18,0,0,42
558,0,0,0,1,0,63,6,0,2917,2,62450.0,0.632232199803598,62450.0,0,2,1,5,2,16,4,5,3,0,61,0,1,995
559,0,0,0,0,0,38,3,0,3075,0,65370.0,0.6410709032068256,65370.0,0,1,0,3,1,19,7,2,1,2,1,0,0,461
560,0,0,0,0,0,60,6,0,3059,4,33419.0,0.33832774836247304,33419.0,0,2,0,0,2,8,4,2,7,2,76,0,1,86
561,0,0,0,0,0,50,5,0,3262,4,70116.0,0.4445233400746832,70116.0,0,1,0,7,1,23,7,2,1,2,73,0,0,1536
562,0,0,0,0,0,52,5,0,3075,4,64413.0,0.40836730424197853,64413.0,0,3,0,1,1,12,5,5,5,0,27,0,1,279
563,0,0,0,0,0,56,5,0,3392,2,27038.0,0.17141625404956476,27038.0,0,4,1,0,1,7,3,3,7,0,64,1,0,107
564,0,0,0,0,0,62,6,0,2892,4,65695.0,0.6650839770391893,65695.0,0,1,0,4,2,21,7,5,4,2,50,0,1,656
565,0,0,0,0,0,36,3,0,3108,4,38197.0,0.3745905658527018,19098.5,1,3,0,0,1,5,3,1,5,2,86,0,0,40
566,0,0,0,0,0,60,6,0,2976,3,59247.0,0.5998056227664335,59247.0,0,2,0,2,5,21,7,5,6,2,87,0,2,574
567,0,0,0,0,0,46,4,0,2952,2,65665.0,0.40434860249881466,65665.0,0,1,0,7,1,24,7,5,3,1,77,0,1,945
568,0,0,0,0,0,71,7,0,3136,2,60689.0,0.5336047268187174,60689.0,0,2,0,4,4,22,7,4,3,2,23,0,1,639
569,0,0,0,0,1,65,6,0,2961,2,78499.0,0.7947092946738613,78499.0,0,2,2,3,1,19,4,7,4,0,12,1,0,1334
570,0,0,0,0,0,45,4,0,3300,2,40246.0,0.24782477508820977,20123.0,1,0,0,0,1,4,2,1,6,2,68,0,0,13
571,0,0,0,0,0,51,5,0,3093,2,31632.0,0.20054142126251323,31632.0,0,2,0,1,1,6,2,2,7,0,92,0,0,95
572,0,0,0,0,1,32,3,0,3175,2,96843.0,0.9497205060311856,96843.0,0,2,2,7,1,28,7,6,2,1,60,1,0,1544
573,1,0,0,1,1,69,6,0,3225,2,94384.0,0.9555260840074107,94384.0,0,3,4,7,0,18,5,5,2,1,62,1,0,2302
574,0,0,0,0,0,60,6,0,3280,2,56181.0,0.5687660082812801,56181.0,0,1,0,2,1,14,7,4,4,2,6,0,1,393
575,0,0,0,0,0,39,3,0,3134,4,87188.0,0.8550357948416201,87188.0,0,2,1,2,1,19,6,7,3,0,73,1,0,1923
576,0,0,0,0,0,64,6,0,3023,4,33438.0,0.3385201008331899,16719.0,1,4,0,1,4,11,4,2,5,2,81,0,1,90
577,0,0,0,0,0,63,6,0,2897,2,65492.0,0.6630288427467933,65492.0,0,1,0,7,2,26,7,4,2,2,73,0,0,1045
578,0,0,0,0,0,41,4,0,3185,2,28510.0,0.17555743024809572,14255.0,1,0,0,0,3,9,4,2,5,2,72,0,1,91
579,0,0,0,0,0,33,3,0,3151,4,66973.0,0.6567912131018927,66973.0,0,3,0,7,1,28,7,7,3,2,98,0,0,1282
580,0,0,0,0,0,55,5,0,3005,2,25930.0,0.1643917252572385,12965.0,1,2,0,0,1,4,2,1,7,2,87,0,1,15
581,0,0,0,0,0,53,5,0,3114,2,26304.0,0.1667628207160201,13152.0,1,1,0,0,1,4,2,1,7,2,5,0,0,16
582,0,0,0,0,0,56,5,0,3272,1,22634.0,0.1434956540482968,22634.0,0,3,0,1,1,6,2,2,7,0,47,0,0,96
583,0,0,0,1,0,60,6,0,3268,3,45183.0,0.45742429917895866,45183.0,0,2,1,1,1,13,7,4,7,2,33,0,0,315
584,0,0,0,0,0,42,4,0,2865,0,31859.0,0.19617973238421893,15929.5,1,2,0,0,1,5,3,1,7,2,3,0,0,48
585,0,0,0,0,0,55,5,0,3012,4,59062.0,0.37444288766459777,19687.333333333332,2,1,0,0,2,7,3,2,4,2,74,0,1,71
